age,path,split
20,AgeDB/12460_AnnaMassey_20_f.jpg,train
20,AgeDB/853_mahatmagandhi_20_m.jpg,train
20,AgeDB/2251_RodTaylor_20_m.jpg,train
20,AgeDB/174_JhonLenon_20_m.jpg,train
20,AgeDB/12918_BarbraStreisand_20_f.jpg,train
20,AgeDB/7026_DavidNiven_20_m.jpg,train
20,AgeDB/15220_DebraPaget_20_f.jpg,train
20,AgeDB/329_LarryEllison_20_m.jpg,train
20,AgeDB/10308_TerryMoore_20_f.jpg,train
20,AgeDB/150_PaulmcCartney_20_m.jpg,train
20,AgeDB/13998_GloriaSwanson_20_f.jpg,train
20,AgeDB/16182_BillCosby_20_m.jpg,train
20,AgeDB/13408_DanielleDarrieux_20_f.jpg,train
20,AgeDB/12791_MargaretOBrien_20_f.jpg,train
20,AgeDB/1291_MarieCurie_20_f.jpg,train
20,AgeDB/12223_IsabelleAdjani_20_f.jpg,train
20,AgeDB/5299_JackLemon_20_m.jpg,train
20,AgeDB/8781_AnthonyPerkins_20_m.jpg,train
20,AgeDB/1381_OdysseasElytis_20_m.jpg,train
20,AgeDB/13917_BettyGrable_20_f.jpg,train
20,AgeDB/1440_FriedrichNietzsche_20_m.jpg,train
20,AgeDB/14320_JoanFontaine_20_f.jpg,train
20,AgeDB/1381_OdysseasElytis_20_m.jpg,train
20,AgeDB/2700_KevinBacon_20_m.jpg,train
20,AgeDB/67_Pele_20_m.jpg,train
20,AgeDB/13010_GeraldineChaplin_20_f.jpg,train
20,AgeDB/5760_BenGazzara_20_m.jpg,train
20,AgeDB/688_GeorgeHWBush_20_m.jpg,train
20,AgeDB/8461_WilliamHolden_20_m.jpg,train
20,AgeDB/10308_TerryMoore_20_f.jpg,train
20,AgeDB/1459_RabindranathTagore_20_m.jpg,train
20,AgeDB/1381_OdysseasElytis_20_m.jpg,train
20,AgeDB/6176_DenzelWashington_20_m.jpg,train
20,AgeDB/11501_JulieChristie_20_f.jpg,train
20,AgeDB/9711_DorisDay_20_f.jpg,train
20,AgeDB/12058_ElsaMartinelli_20_f.jpg,train
20,AgeDB/4019_CharlieSheen_20_m.jpg,train
20,AgeDB/13637_JuneAllyson_20_f.jpg,train
20,AgeDB/14858_BernadetteLafont_20_f.jpg,train
