age,path,split
22,AgeDB/11486_JulieAndrews_22_f.jpg,train
23,AgeDB/8715_RichardAttenborough_23_m.jpg,train
23,AgeDB/1005_StephenHawking_23_m.jpg,train
24,AgeDB/12190_ImeldaStaunton_24_f.jpg,train
24,AgeDB/6059_WilliamShatner_24_m.jpg,train
24,AgeDB/14486_SusanHayward_24_f.jpg,train
25,AgeDB/8064_JohnForsythe_25_m.jpg,train
25,AgeDB/1834_TomJones_25_m.jpg,train
25,AgeDB/15110_CatherineSchell_25_f.jpg,train
25,AgeDB/13373_CelesteHolm_25_f.jpg,train
25,AgeDB/14544_AudreyHepburn_25_f.jpg,train
25,AgeDB/10071_JaneBirkin_25_f.jpg,train
25,AgeDB/12809_MaryTylerMoore_25_f.jpg,train
26,AgeDB/14488_SusanHayward_26_f.jpg,train
26,AgeDB/14417_MaryPickford_26_f.jpg,train
26,AgeDB/7979_GiulianoGemma_26_m.jpg,train
26,AgeDB/14093_RomySchneider_26_f.jpg,train
26,AgeDB/7027_DavidNiven_26_m.jpg,train
26,AgeDB/26_EsteeLauder_26_f.jpg,train
26,AgeDB/583_QueenElizabet_26_f.jpg,train
26,AgeDB/4306_MichaelPalin_26_m.jpg,train
26,AgeDB/3976_BurtReynolds_26_m.jpg,train
26,AgeDB/11474_JulieAndrews_26_f.jpg,train
27,AgeDB/15530_JulieBishop_27_f.jpg,train
27,AgeDB/10040_HelenHunt_27_f.jpg,train
27,AgeDB/9534_RicardoMontalbаn_27_m.jpg,train
27,AgeDB/9947_ElkeSommer_27_f.jpg,train
27,AgeDB/7746_AlbertoSordi_27_m.jpg,train
27,AgeDB/15671_KathrynGrayson_27_f.jpg,train
27,AgeDB/16061_WillSmith _27_m.jpg,train
27,AgeDB/6435_JoanLorring_27_m.jpg,train
27,AgeDB/80_PaulAnka_27_m.jpg,train
27,AgeDB/6060_WilliamShatner_27_m.jpg,train
27,AgeDB/8719_RichardAttenborough_27_m.jpg,train
27,AgeDB/10109_JaneFonda_27_f.jpg,train
27,AgeDB/13496_GladysCooper_27_f.jpg,train
27,AgeDB/3798_StacyKeach_27_m.jpg,train
27,AgeDB/15112_CatherineSchell_27_f.jpg,train
